username,factor_rep,verified,followersCount,friendsCount,tweetsCount,listedCount,mediaCount,avg_reply,avg_retweet,like_reply,avg_quote,followers_diff,clase
saleproxy,199.0,False,1495,3043,1916,1,1915,0.0204081632653061,0.1632653061224489,1.183673469387755,0.0204081632653061,-1548,bot
salkinstitute,32.0,True,34305,4338,4328,0,929,1.0,19.0,32.714285714285715,0.7142857142857143,29967,human
sam_concepcion,10.0,False,1866835,395,15113,1361,707,3.727272727272727,13.090909090909092,90.0909090909091,2.090909090909091,1866440,human
samad326,59.0,False,415,5003,133,3,6,0.0,0.0,0.2,0.0,-4588,bot
samantharonson,14.0,True,1155110,1310,41119,5741,1305,1.4545454545454546,0.2727272727272727,7.363636363636363,0.0,1153800,human
samashley,10.0,False,355,2257,109,16,8,0.125,0.25,1.25,0.0,-1902,human
samatarugas,14.0,False,206,535,25,1,11,0.0,0.4,1.5,0.0,-329,bot
samfaan,11.0,False,193,1756,144,1,18,0.1666666666666666,0.0,0.3333333333333333,0.0,-1563,human
samhoar,7.0,False,3,4,1958,0,0,0.0,0.0,0.0,0.0,-1,bot
samiha_njuki,3.0,False,964,408,6313,10,42,0.3333333333333333,0.0,1.0,0.0,556,human
samsmith,6.0,True,7890671,1290,14808,4376,2065,25.88888888888889,53.55555555555556,749.7777777777778,7.111111111111111,7889381,human
sanaak21,15.0,True,299139,1,3234,157,401,125.4,318.4,5228.8,16.4,299138,human
sanchia_jo,7.0,False,17,27,19,0,4,0.0,2.75,1.75,0.25,-10,human
sandyblock,16.0,False,14541,3264,11002,545,709,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,11277,human
sandylocks,12.0,True,187633,1308,3768,1202,267,1.75,6.875,36.75,0.125,186325,human
sanglucci,27.0,True,58918,820,59209,1322,6378,2.0,0.875,11.25,0.375,58098,human
sanjeevsanyal,14.0,True,189943,451,31733,778,1288,18.875,113.75,525.0,2.75,189492,human
sanjukta,29.0,True,46900,2206,124315,314,4935,1.2,0.4,1.2,0.2,44694,human
sansberro,3.0,False,9697,9645,4909,189,1335,0.5,1.0,5.0,0.0,52,human
santiagoroel,15.0,False,102692,1526,9711,2146,1096,8.0,7.625,75.0,1.125,101166,human
sara_tranum,17.0,False,699,635,2395,97,341,0.0,0.0,0.1,0.0,64,human
sarafirestone,12.0,False,487,348,752,21,58,0.0,0.3636363636363636,0.6363636363636364,0.0909090909090909,139,human
sarah_k_mock,9.0,False,10214,3519,10321,188,448,0.4,1.8,17.0,0.0,6695,human
sarahkaybierle,27.0,False,1469,1387,3051,8,1062,0.75,0.5,10.583333333333334,0.1666666666666666,82,human
sarahkendzior,13.0,True,604990,1875,147605,7854,6787,4.222222222222222,12.0,62.11111111111112,0.4444444444444444,603115,human
sarahkuhn,5.0,True,12159,1649,66634,352,7866,0.0,0.0,1.0,0.0,10510,human
sarahw,16.0,True,378560,612,18745,2859,442,1.2857142857142858,0.7857142857142857,7.5,0.1428571428571428,377948,human
sarnoud,17.0,False,694,882,200,18,7,0.0,1.8333333333333333,5.5,0.1666666666666666,-188,human
saronyitbarek,6.0,True,37897,5394,27824,945,574,2.7777777777777777,0.4444444444444444,3.888888888888889,0.1111111111111111,32503,human
sateIilte,7.0,False,1181,179,15186,0,2334,0.2222222222222222,0.0,1.1111111111111112,0.0,1002,human
satsdart,10.0,False,111548,1261,2638,1988,161,1.3333333333333333,0.0,6.666666666666667,0.0,110287,human
sattwyk,0.0,False,45,673,25,0,2,0.0,0.0,0.3333333333333333,0.0,-628,human
satyanadella,16.0,True,2877659,280,1532,9741,102,53.888888888888886,99.44444444444444,713.3333333333334,11.444444444444445,2877379,human
savechildrenuk,27.0,True,192763,1901,64507,1962,14883,0.625,6.375,11.5,0.125,190862,human
saveourseas,23.0,True,160745,2329,19518,1668,2856,0.3333333333333333,6.0,15.5,1.0,158416,human
say2joe,39.0,False,945,4937,8458,181,92,0.0,0.1428571428571428,0.7142857142857143,0.0,-3992,human
scarroll529,18.0,False,322,581,877,3,145,0.2222222222222222,0.2222222222222222,1.0,0.0,-259,human
scekker,17.0,False,2304,1216,8527,50,291,1.0,0.1428571428571428,3.2857142857142856,0.2857142857142857,1088,human
scepticalranil,7.0,False,2993,886,5545,28,548,1.2,0.2,1.4,0.0,2107,human
scholrly,16.0,False,428,171,469,35,13,0.1666666666666666,0.4166666666666667,0.0833333333333333,0.0,257,human
scihubmirrors1,21.0,False,3743,2,94,17,0,0.0909090909090909,4.2727272727272725,4.909090909090909,0.1818181818181818,3741,human
scilized,22.0,False,5659,5627,964,23,322,0.375,2.5,5.5,0.0,32,human
sciphie,38.0,False,147,280,72,1,13,0.3684210526315789,1.1578947368421053,6.368421052631579,0.3157894736842105,-133,bot
sconniejeff,7.0,False,575,131,13691,31,112,0.2857142857142857,0.0,0.0,0.0,444,human
scootsie34,10.0,False,891,3812,20825,3,3103,0.0,0.0,0.6666666666666666,0.0,-2921,human
scottgray76,10.0,False,3672,367,177,117,26,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.0,3305,human
scotthetsko,15.0,True,19257,1431,20539,256,7024,0.5,0.75,5.375,0.0,17826,human
scottpegan,21.0,False,3076,4756,4041,19,1114,0.625,0.25,5.0,0.0,-1680,human
scpwiki,14.0,True,218751,200,15071,281,699,27.8,270.0,3773.3,7.9,218551,human
sctrke1,17.0,False,91,161,12670,19,379,0.2,0.0,0.2,0.0,-70,human
sdotstx,6.0,False,4566,2369,53749,170,416,0.2727272727272727,0.1818181818181818,1.0909090909090908,0.0,2197,human
seachelle323,3.0,False,374,483,8882,0,1554,0.25,0.0,0.0,0.0,-109,human
seancovey,5.0,False,5477,37,29,44,3,1.0,1.6666666666666667,26.33333333333333,0.6666666666666666,5440,human
seanfraga,8.0,False,747,530,1506,9,89,0.4285714285714285,0.1428571428571428,3.2857142857142856,0.0,217,human
seanfw,17.0,False,1183,1925,5472,30,278,0.2857142857142857,4.428571428571429,8.142857142857142,0.8571428571428571,-742,human
seankmckeever,15.0,True,7799,1473,279,219,21,1.1,0.0,3.1,0.0,6326,human
searchbaidu,14.0,False,688,1459,404,2,0,0.0,0.0,0.0,0.0,-771,human
seatsixtyone,21.0,True,101531,247,31623,770,4093,5.25,2.625,33.25,0.125,101284,human
sedefelice,13.0,False,2158,4922,17863,4,456,0.0909090909090909,0.1818181818181818,8.636363636363637,0.0909090909090909,-2764,human
sejdevries,4.0,False,1227,896,1814,20,78,0.9,2.2,12.9,0.0,331,human
sensitivemag,29.0,False,694,567,9710,63,383,0.0,0.0,1.3,0.2,127,human
seo_hanna,8.0,False,204,681,593,7,64,1.5714285714285714,0.0,0.0,0.1428571428571428,-477,human
septembersound,14.0,False,228,629,3190,6,1,0.1428571428571428,0.0,0.0,0.0,-401,human
septon_,0.0,False,1,59,1,0,0,0.0,0.0,0.0,0.0,-58,bot
seraemsnyder,2.0,False,396,995,6616,8,295,0.0,0.0,2.5,0.0,-599,human
serdundon,32.0,False,2781,2262,5654,27,991,1.181818181818182,0.4545454545454545,24.90909090909091,0.0,519,human
sfgoethe,22.0,False,3015,405,2542,91,924,0.0,0.5,1.5,0.1666666666666666,2610,human
sfiscience,22.0,False,57717,1427,13533,1560,4064,0.75,2.75,8.25,0.25,56290,human
sg_chambita,6.0,False,1876,3403,35626,53,1299,0.0,0.0,0.1666666666666666,0.0,-1527,human
shaaban_dx,11.0,False,75,614,1809,2,8,0.0,0.0,0.0,0.0,-539,human
shahrukh_athar,11.0,False,484,4205,1734,9,21,1.0,0.0,1.3333333333333333,0.0,-3721,human
shailamusharoff,13.0,False,1510,574,357,0,9,1.75,5.625,17.625,0.25,936,human
shakir_za,17.0,False,41114,1234,4075,896,389,0.375,2.625,18.25,0.125,39880,human
shaneguML,21.0,False,10777,843,2409,138,281,0.8,0.2,20.8,0.0,9934,human
shaniluvcorry,44.0,False,56,162,4101,1,31,0.3863636363636363,0.0227272727272727,0.9090909090909092,0.0,-106,bot
sharanuhugar,0.0,False,298,2542,1939,1,18,0.0,0.0,0.0,0.0,-2244,human
sharmavarun840,22.0,False,281,929,682,0,32,0.5714285714285714,1.7142857142857142,2.857142857142857,0.0,-648,human
sharon_cuneta12,64.0,False,1108810,991,28436,621,1631,7.555555555555555,51.0,661.5555555555555,10.11111111111111,1107819,human
shashidigital,22.0,True,73891,401,66159,486,1906,0.6363636363636364,2.5454545454545454,9.545454545454543,0.2727272727272727,73490,human
shaunwhite,7.0,True,1627689,57,2649,8412,1571,6.625,20.75,455.625,0.75,1627632,human
shawnemerriman,3.0,True,443380,5303,51973,3903,3608,8.0,3.0,85.2,0.6,438077,human
shbour_,8.0,False,616,447,2637,34,105,0.0,0.3333333333333333,3.0,0.0,169,human
shecantdraw,9.0,False,2832,418,1050,44,1122,1.5,31.25,253.0,0.5,2414,human
shengjia_zhao,12.0,False,1956,164,107,37,8,0.6666666666666666,1.1666666666666667,5.333333333333333,0.1666666666666666,1792,human
sherine,13.0,True,7397669,38,1343,1773,601,99.5,68.0,965.0,14.0,7397631,human
shervin,19.0,True,108962,6877,42996,3037,1451,3.6,7.2,40.9,0.4,102085,human
shesabbie,7.0,False,707,90,26347,3,838,0.0,0.0,0.2857142857142857,0.0,617,human
shirandudy,76.0,False,312,1073,331,10,8,0.25,0.1818181818181818,1.6363636363636365,0.0681818181818181,-761,bot
shirooooshi,0.0,False,587,4703,3225,3,5,0.0,0.0,0.0,0.0,-4116,bot
shivon,8.0,False,88123,1556,2899,1027,386,9.0,2.4,84.4,1.2,86567,human
shivverma1996,9.0,False,18,109,217,0,1,0.0,0.0,1.375,0.0,-91,human
shoaib100mph,12.0,True,5593000,0,3801,845,1222,970.25,1257.0,27140.0,105.0,5593000,human
shomithkini,31.0,False,82,112,74,2,0,0.0,0.1,0.0,0.0,-30,human
shookcodes,6.0,False,15161,2052,12304,202,886,0.0,0.0,2.25,0.0,13109,human
shortblonde79,16.0,False,134,472,417,3,49,0.1666666666666666,0.0,0.0,0.0,-338,human
showerghost,9.0,False,814,708,4978,1,200,0.2,0.0,1.0,0.0,106,human
showoff_ebooks,27.0,False,35,3,93852,3,0,0.0,0.0,0.0212765957446808,0.0,32,bot
shriram016,15.0,False,53,1695,962,0,22,0.1111111111111111,0.0,0.5555555555555556,0.0,-1642,human
shubhamyadav778,3.0,False,15,229,284,0,24,0.0,0.0,0.0,0.0,-214,human
shufflepaw,18.0,False,2306,2580,143836,53,1850,0.3333333333333333,0.1666666666666666,2.833333333333333,0.0,-274,human
shundo2018,0.0,False,4901,4933,506,11,298,0.0,1.0,1.0,0.0,-32,human
shunjid_codes,4.0,False,151,639,232,0,36,0.1666666666666666,0.3333333333333333,1.8333333333333333,0.0,-488,human
sickinternet,2.0,False,4836,3328,68684,15,5323,0.5,0.0,20.5,0.0,1508,human
sidedishyaa,7.0,False,2791,2837,6911,3,387,0.25,0.25,0.75,0.0,-46,human
sidehustlemind4,2.0,False,4926,5097,3826,7,1896,0.0,0.0,5.5,0.0,-171,human
sidgupta234,6.0,False,667,1237,6583,38,600,0.0,0.1111111111111111,1.0,0.0,-570,human
sidhant,43.0,True,187219,895,77958,616,26094,8.625,166.75,1708.875,2.5,186324,human
signpainterjoe,3.0,False,19,3,2687,0,2,0.0,0.0,0.0,0.0,16,bot
silas_adekunle,8.0,False,4485,34,47,24,0,0.8333333333333334,0.5,2.5,0.3333333333333333,4451,human
silenporsche,5.0,False,1011,880,12659,3,174,0.1111111111111111,2.888888888888889,8.666666666666666,0.2222222222222222,131,human
silent_canvas,117.0,False,71,182,432,1,216,0.1836734693877551,0.2040816326530612,0.7346938775510204,0.0204081632653061,-111,bot
silviaseverini3,10.0,False,131,203,9,0,2,1.5,3.0,17.5,0.5,-72,human
simonedinoja,0.0,False,115,217,35,0,4,0.0,0.5,2.5,0.0,-102,human
simonwiesenthal,17.0,True,36408,7,7992,422,522,1.1428571428571428,5.714285714285714,16.0,0.2857142857142857,36401,human
sinha_mit,187.0,False,45,209,99,0,2,0.6274509803921569,0.1764705882352941,1.0196078431372548,0.0,-164,bot
sinzlab,15.0,False,1932,1525,302,27,26,1.0,2.5,14.666666666666666,0.5,407,human
sirajraval,6.0,False,60804,706,3628,970,679,2.5,1.25,10.25,0.75,60098,human
sirbayes,10.0,False,19060,139,225,157,17,7.833333333333333,152.16666666666666,688.8333333333334,8.666666666666666,18921,human
sirfrasersays,19.0,True,32902,4129,11172,115,1975,1.6666666666666667,1.7777777777777777,34.77777777777778,0.0,28773,human
sirjohnhargrave,7.0,False,7333,4881,9922,536,1799,1.4545454545454546,0.7272727272727273,5.545454545454546,0.3636363636363636,2452,human
sleepinyourhat,22.0,False,22866,2860,2600,367,114,1.4,0.1,5.6,0.1,20006,human
slimedemon,13.0,False,284,297,65377,8,2935,0.25,0.0,1.125,0.0,-13,human
smASHley_Thomas,2.0,False,119,133,707,1,83,0.1428571428571428,0.1428571428571428,1.4285714285714286,0.0,-14,human
smart_MS3,13.0,True,453401,889,3411,1517,360,93.2,382.0,8556.2,31.4,452512,human
smartcherrystc,40.0,False,8336,7812,981,26,446,0.125,0.375,1.25,0.125,524,human
smithECGBlog,37.0,False,44545,470,8343,419,1476,3.375,5.375,25.25,0.625,44075,human
smlundberg,16.0,False,474,919,5074,2,450,0.375,0.25,2.125,0.0,-445,human
smolix,15.0,False,19872,110,1106,491,353,0.0,1.75,8.75,0.0,19762,human
smoss,20.0,True,3103841,7,62073,12330,10161,14.2,30.6,255.4,6.4,3103834,human
smugera,12.0,True,6285,750,13722,158,114,0.2857142857142857,4.142857142857143,9.428571428571429,0.1428571428571428,5535,human
snego,14.0,False,198,588,9267,7,486,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,-390,human
sneijder101010,11.0,True,3891538,151,1583,7353,353,73.4,65.4,3243.4,14.4,3891387,human
snigdhar0y,16.0,False,1883,993,8090,42,394,0.5,0.5,7.333333333333333,0.0833333333333333,890,human
snipertrader21,8.0,False,10998,69,5899,109,1077,0.6,0.0,5.0,0.2,10929,human
sofiacarvajali,0.0,True,1583,743,7302,20,832,0.0,0.0,0.0,0.0,840,human
sofianmoraes,7.0,False,322,637,31,1,0,0.5,0.1666666666666666,2.6666666666666665,0.0,-315,human
solana,6.0,True,2400435,1547,5543,10140,437,4.0,50.5,439.5,1.0,2398888,human
solana,6.0,True,2400437,1547,5543,10140,437,118.0,155.0,447.0,9.5,2398890,human
solarpowerspork,106.0,False,1454,433,230862,117,7044,0.5714285714285714,0.2653061224489796,7.530612244897959,0.0,1021,bot
solorio_ruby,9.0,False,129,140,2423,0,10,0.0,0.0,3.0,0.0,-11,human
somebadideas,6.0,False,30292,4111,3872,480,700,1.6,2.0,19.6,0.2,26181,human
sones310,9.0,False,1120,2811,10131,0,1394,0.125,0.125,1.375,0.0,-1691,human
songotra,18.0,False,1233,2635,5675,7,55,0.0,0.0,0.125,0.0,-1402,human
sonialfajardo,6.0,False,392,351,1347,23,96,0.0,0.3333333333333333,0.0,0.0,41,human
soompi,27.0,True,3510372,872,185860,5547,139035,2.111111111111111,61.66666666666666,354.22222222222223,2.333333333333333,3509500,human
sooyaan11,10.0,False,275,1134,1146,0,695,0.0,0.2857142857142857,1.5714285714285714,0.2857142857142857,-859,human
soozaphone,16.0,True,17064,2460,57625,355,2152,1.3076923076923077,0.2307692307692307,4.6923076923076925,0.0769230769230769,14604,human
sophielewis423,10.0,True,3191,518,1296,32,108,0.0,0.0,0.6363636363636364,0.0,2673,human
sophielour,19.0,False,516,1182,2182,9,123,0.5,0.875,3.75,0.0,-666,human
sophies97,5.0,False,8,332,9,0,3,0.0,0.0,0.0,0.0,-324,bot
sorrykatari,22.0,False,68,242,1521,0,621,0.0769230769230769,0.0,0.0,0.0,-174,human
souryasengupta1,15.0,False,179,917,94,0,4,0.2857142857142857,0.1428571428571428,1.4285714285714286,0.0,-738,human
southpoleviews,22.0,False,428,5,10568,21,10545,0.024390243902439,1.5609756097560976,3.658536585365854,0.073170731707317,423,bot
spaceboundiza,7.0,False,855,462,80195,2,943,0.2,0.1,0.6,0.0,393,human
spaltor,10.0,False,1727,1074,22347,58,1584,1.5,0.875,28.625,0.0,653,human
sparkycollier,3.0,True,14027,15399,44506,525,2686,0.75,0.25,2.75,0.0,-1372,human
spartagrimmrv,10.0,False,285,756,13890,6,84,0.0909090909090909,0.0,0.0909090909090909,0.0,-471,human
specheva,13.0,False,1228,768,5327,92,288,0.0,0.0,1.1428571428571428,0.0,460,human
spinstripes,5.0,False,2950,3294,23922,99,758,0.2857142857142857,0.0,0.7142857142857143,0.0,-344,human
spliffpotcast,35.0,False,282,379,2285,0,409,0.2,0.0,0.8,0.0,-97,human
spucygenda,10.0,False,171,105,21035,2,2017,0.2222222222222222,0.0,1.0,0.0,66,human
sramamoorthy,1.0,False,1508,2279,2310,35,78,0.25,0.0,1.5,0.0,-771,human
srchvrs,24.0,False,4517,1768,20469,137,162,1.0,0.0833333333333333,2.333333333333333,0.0,2749,human
sreddous,19.0,False,18409,18558,33077,226,2326,0.25,0.0,2.625,0.0,-149,human
sreesanth36,24.0,True,943824,203,13409,2981,2572,4.714285714285714,14.428571428571429,232.57142857142856,0.4285714285714285,943621,human
sri_adu,13.0,False,1931,2085,1834,20,94,0.4444444444444444,0.7777777777777778,5.888888888888889,0.1111111111111111,-154,human
srihariCodes,10.0,False,51,47,111,1,4,0.0,0.0,1.5,0.0,4,human
srinituraga,28.0,False,925,1420,432,6,5,0.4375,0.875,5.1875,0.0625,-495,human
stableisotope,12.0,False,2044,1936,2301,49,220,0.75,0.0,1.25,0.0,108,human
stanfordanes,10.0,True,6528,333,844,71,62,0.6,6.6,11.0,0.8,6195,human
starlabattaglia,61.0,False,568,583,398,1,383,0.0,0.0,0.0208333333333333,0.0,-15,bot
starsmoonandsun,10.0,False,79911,6497,317587,546,17458,0.2727272727272727,3.363636363636364,11.272727272727272,0.1818181818181818,73414,human
startupindia,25.0,True,570953,48,19399,1116,6042,0.125,3.0,10.625,0.0,570905,human
steph207,12.0,False,168,360,4665,10,128,0.2222222222222222,0.0,0.5555555555555556,0.0,-192,human
steph391973,46.0,False,693,1000,14503,2,403,0.0,0.0,0.0,0.0,-307,bot
steph_nelli,75.0,False,449,206,135,7,12,0.9361702127659576,0.4893617021276595,9.702127659574469,0.1063829787234042,243,bot
stephaniersimon,12.0,False,4769,240,308,50,8,3.4444444444444446,5.444444444444445,54.888888888888886,0.7777777777777778,4529,human
stephencwelch,13.0,False,1938,177,561,53,203,0.0,0.6,2.9,0.1,1761,human
stephenfhayes,32.0,True,286368,1543,27996,3677,148,10.272727272727272,7.545454545454546,75.45454545454545,3.090909090909091,284825,human
stephielsays,8.0,False,301,330,4286,7,375,0.0,0.0,0.0,0.0,-29,human
stergaard_leif,13.0,False,758,717,362,3,49,0.3333333333333333,2.0,12.333333333333334,0.0,41,human
steve_x,20.0,False,6658,2069,18491,156,258,0.7,0.3,1.3,0.0,4589,human
steveaoki,16.0,True,8204806,5647,47923,8479,12168,4.428571428571429,20.571428571428573,127.42857142857144,2.857142857142857,8199159,human
steveaustinBSR,2.0,True,4749280,618,35679,9889,2855,11.25,62.125,794.625,0.875,4748662,human
steveclapham,131.0,False,11387,2785,6581,239,577,0.903846153846154,0.9807692307692308,6.538461538461538,0.2884615384615384,8602,bot
stevefmvirginia,28.0,False,1293,1939,41310,30,1398,0.0,0.0,0.125,0.0,-646,human
stevenbjohnson,7.0,True,1104133,363,9145,5275,608,1.4,2.4,8.8,0.0,1103770,human
stevenerrington,9.0,False,878,2034,6774,18,1098,0.625,0.25,8.25,0.125,-1156,human
stevesmith49,16.0,True,1941984,469,2532,1519,156,284.75,470.25,12299.25,52.25,1941515,human
stevie06165362,7.0,False,38,55,1731,0,1,0.0,0.0,0.5,0.0,-17,human
stewartcink,21.0,True,892986,235,15411,0,751,6.571428571428571,4.857142857142857,400.0,1.0,892751,human
stigguh,5.0,False,610,131,61188,2,2564,0.4,0.0,0.3,0.0,479,human
stoic777,14.0,False,83,264,694,0,22,0.0,0.0,0.125,0.0,-181,human
stoipa,12.0,False,435,2124,20712,32,4612,0.6,0.0,2.2,0.0,-1689,human
stonedguineap,55.0,False,516,3167,801,14,10,0.1875,0.0,0.6041666666666666,0.0208333333333333,-2651,bot
stoolpresidente,31.0,False,2765509,1453,92172,6983,17112,414.625,267.0625,7437.9375,59.375,2764056,human
strattdi,4.0,False,119,273,1466,2,66,0.0,0.0,0.0,0.0,-154,human
strayrobotsio,1.0,False,7,77,2,0,0,0.0,0.0,2.0,0.0,-70,bot
styledscience,3.0,False,1489,1280,9441,6,1761,0.5,0.25,0.5,0.0,209,human
subject_eye,19.0,False,2196,1341,22856,37,2422,0.4,0.1,2.8,0.0,855,human
suddenlyjoseph,8.0,False,4821,1320,23953,25,1857,0.6666666666666666,0.2222222222222222,8.333333333333334,0.1111111111111111,3501,human
sueperkins,4.0,True,1244452,434,29216,4091,235,0.5,0.625,3.5,0.0,1244018,human
sui_he,7.0,False,6561,4,34,86,20,0.5,3.0,15.5,0.0,6557,human
sujoy_g,16.0,True,544422,47,34184,602,1624,3.5,1.1666666666666667,43.833333333333336,0.6666666666666666,544375,human
sukanyashantha,41.0,True,8477,2245,5392,47,92,1.5714285714285714,38.71428571428572,66.14285714285714,1.0,6232,human
sumedhaa_14,2.0,False,69,421,31,0,1,0.0,0.0,1.0,0.0,-352,human
sunflowerlatte,1.0,False,518,1210,14038,5,1540,1.0,0.0,5.0,0.0,-692,human
sunflowrbunny,15.0,False,168,146,267,2,64,0.125,0.0,1.625,0.0,22,human
super111long,3.0,False,6,89,23,0,6,0.0,0.0,0.2,0.0,-83,bot
superglaze,14.0,True,11293,5875,22907,697,864,0.5454545454545454,0.6363636363636364,3.0,0.0,5418,human
supriya_gdptl,4.0,False,81,475,1930,4,2,0.0,0.0,0.2,0.0,-394,human
supriyakamra,0.0,False,16,43,164,0,0,0.0,0.0,0.0,0.0,-27,bot
susancoffeynet,5.0,False,4827,36,871,49,348,0.8333333333333334,2.6666666666666665,37.333333333333336,0.5,4791,human
susie130,8.0,False,95,113,34892,19,533,0.3333333333333333,0.0,0.5,0.0,-18,human
susielingwood,6.0,False,171,252,394,8,7,0.3333333333333333,0.0,2.0,0.0,-81,human
suzanneneville,44.0,False,12061,563,8914,83,2645,0.7142857142857143,0.0,5.0,0.0,11498,human
suzed10,13.0,False,11713,11643,61075,22,46,0.0,0.2222222222222222,2.7777777777777777,0.0,70,human
svindlari,4.0,False,121,100,3528,1,382,0.0,0.0,1.3333333333333333,0.0,21,human
sw_chick,17.0,False,253,552,1564,11,87,0.0,0.1111111111111111,0.4444444444444444,0.0,-299,human
swapnilbhadade,39.0,False,68,1006,1962,4,166,0.175,0.1,0.2,0.05,-938,bot
swapy6,2.0,False,14068,131,25184,43,2616,0.25,0.0,0.5,0.0,13937,human
swoogo,107.0,False,1166,2644,1325,59,407,0.06,0.08,1.2,0.0,-1478,bot
syakir_Metafora,3.0,False,196,305,5086,1,39,0.0,0.0,0.3333333333333333,0.0,-109,bot
sydelle_noel,1.0,True,6886,198,1468,51,390,0.5,0.25,6.75,0.0,6688,human
sydneyleroux,11.0,True,2127468,592,4384,2134,1378,153.44444444444446,279.6666666666667,5518.444444444444,421.6666666666667,2126876,human
syndexziee,54.0,False,395,590,46726,2,556,0.3902439024390244,0.1707317073170731,4.121951219512195,0.048780487804878,-195,bot
systemerrorbook,40.0,False,70,32,173,0,17,0.0,0.0,0.6363636363636364,0.0,38,human
sytelus,41.0,False,1996,4960,4203,33,206,0.5,0.625,2.625,0.0,-2964,human
t4_research,252.0,False,6923,6107,1236,35,1012,0.0961538461538461,0.5384615384615384,0.7115384615384616,0.0384615384615384,816,bot
t9392,4.0,False,4121,4682,1938,1,338,0.0,0.1666666666666666,0.8333333333333334,0.0,-561,human
taeg_center,251.0,False,511,2168,479,0,477,0.0192307692307692,0.0576923076923076,0.2115384615384615,0.0,-1657,bot
tafadzwachikot2,1.0,False,5230,5244,1945,0,58,0.5,0.0,1.0,0.0,-14,human
taihenchen,36.0,False,18,132,3600,2,12,0.125,0.03125,0.21875,0.03125,-114,bot
taishi_dhyan,3.0,False,175,113,2864,1,265,0.0,0.0,0.0,0.0,62,human
taissafarmiga,10.0,True,631846,273,2033,1042,114,14.166666666666666,16.333333333333332,236.3333333333333,4.5,631573,human
taiwokdk,5.0,False,1156,2232,2946,0,62,0.0,2.571428571428572,2.142857142857143,0.0,-1076,human
taiyasaki,10.0,False,7707,125,1420,101,168,0.25,0.25,11.0,0.0,7582,human
talastima,9.0,False,50,222,567,0,2,0.0,0.0,1.6666666666666667,0.0,-172,human
tamaraah___,25.0,False,11853,391,14223,124,1742,0.625,0.0,4.0,0.0,11462,human
tamedelene601,82.0,False,22,60,493,0,7,0.3333333333333333,0.0303030303030303,0.0,0.0,-38,bot
tammylively,17.0,True,4381,4751,39914,51,2131,0.9090909090909092,0.5454545454545454,9.545454545454543,0.0909090909090909,-370,human
tamzencohen,12.0,False,1217,2372,7690,69,801,0.0,0.0,0.0,0.0,-1155,human
tango_latte,5.0,False,10,46,1405,0,3,0.0,0.0,0.3,0.0,-36,bot
taran_adarsh,106.0,True,3991403,166,40872,2664,12524,117.3,308.7,4184.9,36.1,3991237,human
tarantulae,40.0,False,5476,826,8100,164,733,0.5454545454545454,0.0,4.727272727272728,0.0909090909090909,4650,human
taraz_aurox,21.0,False,1246,193,171,8,26,0.1,0.0,0.5,0.0,1053,human
tarynbray,1.0,True,3275,855,5165,60,637,0.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,2420,human
tavleen_singh,9.0,True,620267,460,25611,1229,400,29.4,15.8,72.6,6.8,619807,human
tayloremathias,2.0,False,90,1136,1373,2,225,0.1428571428571428,0.0,0.5714285714285714,0.0,-1046,human
tbohen,15.0,False,45846,342,24731,486,5514,3.142857142857143,2.142857142857143,15.857142857142858,0.0,45504,human
tcpulpeoria,48.0,False,333,206,281,13,219,0.0,0.0,0.2,0.0,127,human
tctranfo,2.0,False,1051,921,3044,11,426,0.75,0.0,0.625,0.0,130,human
tdmrussell,18.0,True,4985,268,29755,0,2433,1.1666666666666667,0.1666666666666666,2.0,0.0,4717,human
teachmaths,11.0,False,4127,1263,3817,168,361,0.4285714285714285,0.0,0.7142857142857143,0.0,2864,human
teambrwnapparel,30.0,False,3114,4915,18415,37,5238,0.2,1.2,3.9,0.0,-1801,human
tearnaequillen,9.0,False,933,4296,24646,5,930,0.125,0.0,0.625,0.0,-3363,human
techatfacebook,16.0,True,24850,35,385,347,165,3.75,2.875,9.625,0.125,24815,human
techsnapsystems,111.0,False,333,11,33,19,0,0.3684210526315789,2.789473684210526,3.5789473684210527,0.631578947368421,322,bot
techstartup99,25.0,False,15430,16534,834,38,0,1.1666666666666667,4.333333333333333,26.666666666666668,0.0,-1104,human
techunion1010,91.0,False,917,211,443,11,62,0.2,3.46,11.6,0.46,706,bot
tedchapman57,13.0,False,14,92,1734,0,0,0.0,0.0,0.625,0.0,-78,bot
teddunne,28.0,False,562,849,12150,78,1446,0.2307692307692307,0.3846153846153846,6.0,0.0,-287,human
tedsmoot,3.0,False,2237,611,2396,346,148,0.0,0.0,1.6666666666666667,0.0,1626,human
tee_hew,47.0,False,392,990,793,0,35,0.6666666666666666,0.3333333333333333,1.9375,0.0,-598,bot
teft,9.0,False,45552,851,15197,319,2809,0.0,0.8333333333333334,5.0,0.1666666666666666,44701,human
teguhteja,3.0,False,1078,1419,19145,16,164,0.5,0.0,0.0,0.0,-341,human
telephase,20.0,False,1586,1627,19006,153,693,0.5,0.125,1.875,0.0,-41,human
telesara,5.0,True,2087,2090,27306,114,3329,2.5,0.25,12.75,0.0,-3,human
