date,content,username,description,display_name,verified,followersCount,friendsCount,tweetsCount,listedCount,mediaCount,language,replyCount,retweetCount,likeCount,quoteCount,sourceUrl,sourceLabel
2022-12-09 16:58:56+00:00,I am so tired https://t.co/5wEtMCUTbK,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,2,43,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 13:03:50+00:00,"""There's something off. Were the holes really necessary? And her head is completely exposed.""  What's the problem? Rhinos? Hot. Girls? Hot. It's hot.  ""Wait what?""  Girls are hot?  ""No before that.""  What's the problem?  ""Inbetween those??""  I don't recall saying anything else.",ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,2,4,153,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 12:42:34+00:00,I... I wanna unsee this. Please. https://t.co/3FpURFypHz,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,47,29,812,5,http://twitter.com/download/android,Twitter for Android
2022-12-09 12:41:31+00:00,@the_GiannaMarie Good point but also she is sand,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,0,9,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 12:39:51+00:00,@DarnellBebop @Ry6Crates That's neat! I like to think it was through the cuts in their hands that made it count,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,0,1,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 12:16:58+00:00,He knew it was coming. He was just a little confused. https://t.co/Bn8hv4h8wZ,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,3,4,104,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 11:42:53+00:00,Laura giving advice to Logan about spending time with his daughter and Logan recognising who she hits so damn hard. https://t.co/mWLfkCYOTx,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,11,82,1028,4,http://twitter.com/download/android,Twitter for Android
2022-12-09 11:04:32+00:00,Hulk and Banner setting aside their beef for their son is such a sweet moment https://t.co/qkkfBI5fQo,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,2,24,468,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 08:19:27+00:00,@SongbirdDiamond Legacy and Kotor are supreme. Can't wait to reread!,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,0,3,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 02:34:19+00:00,This looks pretty damn funny. I love it! twitter.com/GameSpot/statu…,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,5,94,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 02:26:40+00:00,JEDI SURVIVOR IS GONNA BE INSANE! https://t.co/AjKDf1iuL1,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,9,12,282,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 01:45:12+00:00,@DavidApong 👏👏👏,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,und,1,0,15,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 01:43:08+00:00,I just feels like the DCEU has been stuck in second gear. A reboot could breath new life into the movies. I'd like for them to remember that the Justice League aren't just co-workers. They're Friends. https://t.co/0dOkIJGk9k,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,4,4,91,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 01:39:09+00:00,Since the DCEU might be rebooting i have the perfect cast for a Justice League movie! https://t.co/YVTLrhwCqB,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,20,34,440,6,http://twitter.com/download/android,Twitter for Android
2022-12-09 01:16:51+00:00,"@benwoodtweet No. My sources tell me it was going to be a very darker portrayal of Wonder Woman. Diana's psyche was shattered by the trauma. It was asked to be rewritten because it included and i quote ""The most uncomfortable and dragged out makeout session with a pinecone ever put to film""",ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,2,4,148,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 01:10:38+00:00,Leaked WW3 synopsis https://t.co/QMiZT1Dn0B,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,23,71,1030,2,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:53:19+00:00,@yes404k It's impressive that they managed to make it bad enough to revival 1984. Like that takes effort.,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,2,0,28,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:51:15+00:00,@LanoomAES After 1984 i totally believe it tho 😭,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,0,21,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:49:34+00:00,Well... You can't say that's not impressive https://t.co/GDtFPrzRtU,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,12,17,296,5,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:46:05+00:00,My script is actually really great and cool and doesn't have dubcon this time i swear y'all just don't understand it. Look right here Wikipedia told me it was a good idea. Boom.,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,0,51,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:44:42+00:00,No look cos the wiki says 💀 twitter.com/DiscussingFilm…,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,5,5,164,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:43:10+00:00,@Logan_wendigo Exile myself to protect myself i did not. Exile myself to protect them from me i did.,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,0,0,37,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:41:37+00:00,No but they missed a massive opportunity to have Bakugo voluntarily give it back,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,2,0,40,0,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:35:09+00:00,*Deku &amp; Bakugo about to die*  Deku: Hey crazy idea. Eat my hair.,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,pl,5,3,100,1,http://twitter.com/download/android,Twitter for Android
2022-12-09 00:25:08+00:00,The lil gremlin had to sneak one more war crime in before he became one with the force,ComicGirlAshley,Heyya It's Ashley! Here to talk about all kinds of comics with you beautiful geeks!,Ashley Talks Comics!,False,26626,97,19968,134,6255,en,1,1,70,0,http://twitter.com/download/android,Twitter for Android
